action_type|buid|view_source|action|value_1|value_2
1|43|539|micrositetag|[blank]|
1|43|540|micrositetag|[blank]|
1|43|541|micrositetag|[blank]|
1|43|542|micrositetag|[blank]|
1|43|543|micrositetag|[blank]|
1|43|544|micrositetag|[blank]|
1|43|545|micrositetag|[blank]|
1|43|546|micrositetag|[blank]|
1|43|547|micrositetag|[blank]|
1|43|548|micrositetag|[blank]|
1|43|549|micrositetag|[blank]|
1|43|550|micrositetag|[blank]|
1|43|616|micrositetag|[blank]|
1|43|1604|micrositetag|[blank]|
1|43|1611|micrositetag|[blank]|
1|43|1612|micrositetag|[blank]|
1|43|1613|micrositetag|[blank]|
1|44|0|microsite|http://humana.jobs/[Unique_ID]/job/|
1|44|10|micrositetag|[blank]|
1|44|11|micrositetag|[blank]|
1|44|78|micrositetag|[blank]|
1|44|86|micrositetag|[blank]|
1|44|88|micrositetag|[blank]|
1|44|89|micrositetag|[blank]|
1|44|90|micrositetag|[blank]|
1|44|91|micrositetag|[blank]|
1|44|92|micrositetag|[blank]|
1|44|93|micrositetag|[blank]|
1|44|94|micrositetag|[blank]|
1|44|99|micrositetag|[blank]|
1|44|307|micrositetag|[blank]|
1|44|503|micrositetag|[blank]|
1|44|504|micrositetag|[blank]|
1|44|505|micrositetag|[blank]|
1|44|506|micrositetag|[blank]|
1|44|507|micrositetag|[blank]|
1|44|508|micrositetag|[blank]|
1|44|509|micrositetag|[blank]|
1|44|510|micrositetag|[blank]|
1|44|511|micrositetag|[blank]|
1|44|512|micrositetag|[blank]|
1|44|539|micrositetag|[blank]|
1|44|540|micrositetag|[blank]|
1|44|541|micrositetag|[blank]|
1|44|542|micrositetag|[blank]|
1|44|543|micrositetag|[blank]|
1|44|544|micrositetag|[blank]|
1|44|545|micrositetag|[blank]|
1|44|546|micrositetag|[blank]|
1|44|547|micrositetag|[blank]|
1|44|548|micrositetag|[blank]|
1|44|549|micrositetag|[blank]|
1|44|550|micrositetag|[blank]|
1|44|616|micrositetag|[blank]|
1|44|1604|micrositetag|[blank]|
1|44|1611|micrositetag|[blank]|
1|44|1612|micrositetag|[blank]|
1|44|1613|micrositetag|[blank]|
1|47|600|sourceurlwrapappend|http://bs.serving-sys.com/BurstingPipe/adServer.bs?cn=tf&c=19&mc=imp&pli=5966169&PluID=0&ord=&rtu=$$|$$
1|50|0|microsite|http://ascensionhealth.jobs/[Unique_ID]/job/|
1|50|10|micrositetag|[blank]|
1|50|11|micrositetag|[blank]|
1|50|78|micrositetag|[blank]|
1|50|86|micrositetag|[blank]|
1|50|88|micrositetag|[blank]|
1|50|89|micrositetag|[blank]|
1|50|90|micrositetag|[blank]|
1|50|91|micrositetag|[blank]|
1|50|92|micrositetag|[blank]|
1|50|93|micrositetag|[blank]|
1|50|94|micrositetag|[blank]|
1|50|99|micrositetag|[blank]|
1|50|307|micrositetag|[blank]|
1|50|503|micrositetag|[blank]|
1|50|504|micrositetag|[blank]|
1|50|505|micrositetag|[blank]|
1|50|506|micrositetag|[blank]|
1|50|507|micrositetag|[blank]|
1|50|508|micrositetag|[blank]|
1|50|509|micrositetag|[blank]|
1|50|510|micrositetag|[blank]|
1|50|511|micrositetag|[blank]|
1|50|512|micrositetag|[blank]|
1|50|539|micrositetag|[blank]|
1|50|540|micrositetag|[blank]|
1|50|541|micrositetag|[blank]|
1|50|542|micrositetag|[blank]|
1|50|543|micrositetag|[blank]|
1|50|544|micrositetag|[blank]|
1|50|545|micrositetag|[blank]|
1|50|546|micrositetag|[blank]|
1|50|547|micrositetag|[blank]|
1|50|548|micrositetag|[blank]|
1|50|549|micrositetag|[blank]|
1|50|550|micrositetag|[blank]|
1|50|616|micrositetag|[blank]|
1|50|1604|micrositetag|[blank]|
1|50|1611|micrositetag|[blank]|
1|50|1612|micrositetag|[blank]|
1|50|1613|micrositetag|[blank]|
1|52|0|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|10|micrositetag|[blank]|
1|52|11|micrositetag|[blank]|
1|52|78|micrositetag|[blank]|
1|52|86|micrositetag|[blank]|
1|52|88|micrositetag|[blank]|
1|52|89|micrositetag|[blank]|
1|52|90|micrositetag|[blank]|
1|52|91|micrositetag|[blank]|
1|52|92|micrositetag|[blank]|
1|52|93|micrositetag|[blank]|
1|52|94|micrositetag|[blank]|
1|52|99|micrositetag|[blank]|
1|52|201|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|209|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|218|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|307|micrositetag|[blank]|
1|52|500|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|503|micrositetag|[blank]|
1|52|504|micrositetag|[blank]|
1|52|505|micrositetag|[blank]|
1|52|506|micrositetag|[blank]|
1|52|507|micrositetag|[blank]|
1|52|508|micrositetag|[blank]|
1|52|509|micrositetag|[blank]|
1|52|510|micrositetag|[blank]|
1|52|511|micrositetag|[blank]|
1|52|512|micrositetag|[blank]|
1|52|539|micrositetag|[blank]|
1|52|540|micrositetag|[blank]|
1|52|541|micrositetag|[blank]|
1|52|542|micrositetag|[blank]|
1|52|543|micrositetag|[blank]|
1|52|544|micrositetag|[blank]|
1|52|545|micrositetag|[blank]|
1|52|546|micrositetag|[blank]|
1|52|547|micrositetag|[blank]|
1|52|548|micrositetag|[blank]|
1|52|549|micrositetag|[blank]|
1|52|550|micrositetag|[blank]|
1|52|600|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|601|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|603|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|605|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|610|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|612|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
1|52|613|microsite|http://kpmgcareers.jobs/[Unique_ID]/job/|
