action_type|buid|view_source|action|value_1|value_2
1|1588|613|microsite|http://jobs.disneyabcjobs.com/[Unique_ID]/job/|
1|1588|614|microsite|http://jobs.disneyabcjobs.com/[Unique_ID]/job/|
1|1588|615|microsite|http://jobs.disneyabcjobs.com/[Unique_ID]/job/|
1|1588|616|micrositetag|[blank]|
1|1588|619|microsite|http://jobs.disneyabcjobs.com/[Unique_ID]/job/|
1|1588|620|microsite|http://jobs.disneyabcjobs.com/[Unique_ID]/job/|
1|1588|1522|microsite|http://jobs.disneyabcjobs.com/[Unique_ID]/job/|
1|1588|1524|microsite|http://jobs.disneyabcjobs.com/[Unique_ID]/job/|
1|1588|1528|microsite|http://jobs.disneyabcjobs.com/[Unique_ID]/job/|
1|1588|1594|microsite|http://jobs.disneyabcjobs.com/[Unique_ID]/job/|
1|1588|1604|micrositetag|[blank]|
1|1588|1611|micrositetag|[blank]|
1|1588|1612|micrositetag|[blank]|
1|1588|1613|micrositetag|[blank]|
1|1597|0|microsite|http://aseonline.jobs/[Unique_ID]/job/|
1|1597|10|micrositetag|[blank]|
1|1597|11|micrositetag|[blank]|
1|1597|78|micrositetag|[blank]|
1|1597|86|micrositetag|[blank]|
1|1597|88|micrositetag|[blank]|
1|1597|89|micrositetag|[blank]|
1|1597|90|micrositetag|[blank]|
1|1597|91|micrositetag|[blank]|
1|1597|92|micrositetag|[blank]|
1|1597|93|micrositetag|[blank]|
1|1597|94|micrositetag|[blank]|
1|1597|99|micrositetag|[blank]|
1|1597|307|micrositetag|[blank]|
1|1597|503|micrositetag|[blank]|
1|1597|504|micrositetag|[blank]|
1|1597|505|micrositetag|[blank]|
1|1597|506|micrositetag|[blank]|
1|1597|507|micrositetag|[blank]|
1|1597|508|micrositetag|[blank]|
1|1597|509|micrositetag|[blank]|
1|1597|510|micrositetag|[blank]|
1|1597|511|micrositetag|[blank]|
1|1597|512|micrositetag|[blank]|
1|1597|539|micrositetag|[blank]|
1|1597|540|micrositetag|[blank]|
1|1597|541|micrositetag|[blank]|
1|1597|542|micrositetag|[blank]|
1|1597|543|micrositetag|[blank]|
1|1597|544|micrositetag|[blank]|
1|1597|545|micrositetag|[blank]|
1|1597|546|micrositetag|[blank]|
1|1597|547|micrositetag|[blank]|
1|1597|548|micrositetag|[blank]|
1|1597|549|micrositetag|[blank]|
1|1597|550|micrositetag|[blank]|
1|1597|616|micrositetag|[blank]|
1|1597|1604|micrositetag|[blank]|
1|1597|1611|micrositetag|[blank]|
1|1597|1612|micrositetag|[blank]|
1|1597|1613|micrositetag|[blank]|
1|1604|0|microsite|http://tdbank.jobs/[Unique_ID]/job/|
1|1604|10|micrositetag|[blank]|
1|1604|11|micrositetag|[blank]|
1|1604|78|micrositetag|[blank]|
1|1604|86|micrositetag|[blank]|
1|1604|88|micrositetag|[blank]|
1|1604|89|micrositetag|[blank]|
1|1604|90|micrositetag|[blank]|
1|1604|91|micrositetag|[blank]|
1|1604|92|micrositetag|[blank]|
1|1604|93|micrositetag|[blank]|
1|1604|94|micrositetag|[blank]|
1|1604|99|micrositetag|[blank]|
1|1604|307|micrositetag|[blank]|
1|1604|503|micrositetag|[blank]|
1|1604|504|micrositetag|[blank]|
1|1604|505|micrositetag|[blank]|
1|1604|506|micrositetag|[blank]|
1|1604|507|micrositetag|[blank]|
1|1604|508|micrositetag|[blank]|
1|1604|509|micrositetag|[blank]|
1|1604|510|micrositetag|[blank]|
1|1604|511|micrositetag|[blank]|
1|1604|512|micrositetag|[blank]|
1|1604|539|micrositetag|[blank]|
1|1604|540|micrositetag|[blank]|
1|1604|541|micrositetag|[blank]|
1|1604|542|micrositetag|[blank]|
1|1604|543|micrositetag|[blank]|
1|1604|544|micrositetag|[blank]|
1|1604|545|micrositetag|[blank]|
1|1604|546|micrositetag|[blank]|
1|1604|547|micrositetag|[blank]|
1|1604|548|micrositetag|[blank]|
1|1604|549|micrositetag|[blank]|
1|1604|550|micrositetag|[blank]|
1|1604|616|micrositetag|[blank]|
1|1604|1604|micrositetag|[blank]|
1|1604|1611|micrositetag|[blank]|
1|1604|1612|micrositetag|[blank]|
1|1604|1613|micrositetag|[blank]|
1|1612|0|microsite|http://aseonline.jobs/[Unique_ID]/job/|
1|1612|10|micrositetag|[blank]|
1|1612|11|micrositetag|[blank]|
1|1612|78|micrositetag|[blank]|
1|1612|86|micrositetag|[blank]|
1|1612|88|micrositetag|[blank]|
1|1612|89|micrositetag|[blank]|
1|1612|90|micrositetag|[blank]|
1|1612|91|micrositetag|[blank]|
1|1612|92|micrositetag|[blank]|
1|1612|93|micrositetag|[blank]|
1|1612|94|micrositetag|[blank]|
1|1612|99|micrositetag|[blank]|
1|1612|307|micrositetag|[blank]|
1|1612|503|micrositetag|[blank]|
1|1612|504|micrositetag|[blank]|
1|1612|505|micrositetag|[blank]|
1|1612|506|micrositetag|[blank]|
1|1612|507|micrositetag|[blank]|
1|1612|508|micrositetag|[blank]|
1|1612|509|micrositetag|[blank]|
1|1612|510|micrositetag|[blank]|
1|1612|511|micrositetag|[blank]|
1|1612|512|micrositetag|[blank]|
1|1612|539|micrositetag|[blank]|
1|1612|540|micrositetag|[blank]|
1|1612|541|micrositetag|[blank]|
1|1612|542|micrositetag|[blank]|
1|1612|543|micrositetag|[blank]|
1|1612|544|micrositetag|[blank]|
1|1612|545|micrositetag|[blank]|
1|1612|546|micrositetag|[blank]|
1|1612|547|micrositetag|[blank]|
1|1612|548|micrositetag|[blank]|
1|1612|549|micrositetag|[blank]|
1|1612|550|micrositetag|[blank]|
1|1612|616|micrositetag|[blank]|
1|1612|1604|micrositetag|[blank]|
1|1612|1611|micrositetag|[blank]|
1|1612|1612|micrositetag|[blank]|
1|1612|1613|micrositetag|[blank]|
1|1630|0|microsite|http://aseonline.jobs/[Unique_ID]/job/|
1|1630|10|micrositetag|[blank]|
1|1630|11|micrositetag|[blank]|
1|1630|78|micrositetag|[blank]|
1|1630|86|micrositetag|[blank]|
1|1630|88|micrositetag|[blank]|
1|1630|89|micrositetag|[blank]|
1|1630|90|micrositetag|[blank]|
1|1630|91|micrositetag|[blank]|
1|1630|92|micrositetag|[blank]|
1|1630|93|micrositetag|[blank]|
1|1630|94|micrositetag|[blank]|
1|1630|99|micrositetag|[blank]|
1|1630|307|micrositetag|[blank]|
1|1630|503|micrositetag|[blank]|
1|1630|504|micrositetag|[blank]|
1|1630|505|micrositetag|[blank]|
1|1630|506|micrositetag|[blank]|
1|1630|507|micrositetag|[blank]|
1|1630|508|micrositetag|[blank]|
1|1630|509|micrositetag|[blank]|
1|1630|510|micrositetag|[blank]|
1|1630|511|micrositetag|[blank]|
1|1630|512|micrositetag|[blank]|
1|1630|539|micrositetag|[blank]|
1|1630|540|micrositetag|[blank]|
1|1630|541|micrositetag|[blank]|
1|1630|542|micrositetag|[blank]|
1|1630|543|micrositetag|[blank]|
1|1630|544|micrositetag|[blank]|
1|1630|545|micrositetag|[blank]|
1|1630|546|micrositetag|[blank]|
1|1630|547|micrositetag|[blank]|
1|1630|548|micrositetag|[blank]|
1|1630|549|micrositetag|[blank]|
1|1630|550|micrositetag|[blank]|
1|1630|616|micrositetag|[blank]|
1|1630|1604|micrositetag|[blank]|
1|1630|1611|micrositetag|[blank]|
1|1630|1612|micrositetag|[blank]|
1|1630|1613|micrositetag|[blank]|
1|1640|0|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|1|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|2|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|7|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|10|micrositetag|[blank]|
1|1640|11|micrositetag|[blank]|
1|1640|78|micrositetag|[blank]|
1|1640|86|micrositetag|[blank]|
1|1640|88|micrositetag|[blank]|
1|1640|89|micrositetag|[blank]|
1|1640|90|micrositetag|[blank]|
1|1640|91|micrositetag|[blank]|
1|1640|92|micrositetag|[blank]|
1|1640|93|micrositetag|[blank]|
1|1640|94|micrositetag|[blank]|
1|1640|99|micrositetag|[blank]|
1|1640|107|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|201|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|209|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|218|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|265|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|307|micrositetag|[blank]|
1|1640|500|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|503|micrositetag|[blank]|
1|1640|504|micrositetag|[blank]|
1|1640|505|micrositetag|[blank]|
1|1640|506|micrositetag|[blank]|
1|1640|507|micrositetag|[blank]|
1|1640|508|micrositetag|[blank]|
1|1640|509|micrositetag|[blank]|
1|1640|510|micrositetag|[blank]|
1|1640|511|micrositetag|[blank]|
1|1640|512|micrositetag|[blank]|
1|1640|539|micrositetag|[blank]|
1|1640|540|micrositetag|[blank]|
1|1640|541|micrositetag|[blank]|
1|1640|542|micrositetag|[blank]|
1|1640|543|micrositetag|[blank]|
1|1640|544|micrositetag|[blank]|
1|1640|545|micrositetag|[blank]|
1|1640|546|micrositetag|[blank]|
1|1640|547|micrositetag|[blank]|
1|1640|548|micrositetag|[blank]|
1|1640|549|micrositetag|[blank]|
1|1640|550|micrositetag|[blank]|
1|1640|600|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|601|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|603|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|605|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|610|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|612|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|613|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|614|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|615|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|616|micrositetag|[blank]|
1|1640|620|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|624|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|1524|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|1528|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|1547|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|1567|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|1569|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|1570|microsite|http://ameriprise.jobs/[Unique_ID]/job/|
1|1640|1604|micrositetag|[blank]|
1|1640|1611|micrositetag|[blank]|
1|1640|1612|micrositetag|[blank]|
1|1640|1613|micrositetag|[blank]|
1|1652|1505|sourceurlwrapunencoded|http://ad.doubleclick.net/clk;224001876;47767383;o?|
1|1667|0|microsite|http://trcsolutions.jobs/[Unique_ID]/job/|
1|1667|10|micrositetag|[blank]|
1|1667|11|micrositetag|[blank]|
1|1667|78|micrositetag|[blank]|
1|1667|86|micrositetag|[blank]|
1|1667|88|micrositetag|[blank]|
1|1667|89|micrositetag|[blank]|
1|1667|90|micrositetag|[blank]|
1|1667|91|micrositetag|[blank]|
1|1667|92|micrositetag|[blank]|
1|1667|93|micrositetag|[blank]|
1|1667|94|micrositetag|[blank]|
1|1667|99|micrositetag|[blank]|
1|1667|307|micrositetag|[blank]|
1|1667|503|micrositetag|[blank]|
1|1667|504|micrositetag|[blank]|
1|1667|505|micrositetag|[blank]|
1|1667|506|micrositetag|[blank]|
1|1667|507|micrositetag|[blank]|
1|1667|508|micrositetag|[blank]|
1|1667|509|micrositetag|[blank]|
1|1667|510|micrositetag|[blank]|
1|1667|511|micrositetag|[blank]|
1|1667|512|micrositetag|[blank]|
1|1667|539|micrositetag|[blank]|
1|1667|540|micrositetag|[blank]|
1|1667|541|micrositetag|[blank]|
1|1667|542|micrositetag|[blank]|
1|1667|543|micrositetag|[blank]|
1|1667|544|micrositetag|[blank]|
1|1667|545|micrositetag|[blank]|
1|1667|546|micrositetag|[blank]|
1|1667|547|micrositetag|[blank]|
1|1667|548|micrositetag|[blank]|
1|1667|549|micrositetag|[blank]|
1|1667|550|micrositetag|[blank]|
1|1667|616|micrositetag|[blank]|
1|1667|1604|micrositetag|[blank]|
1|1667|1611|micrositetag|[blank]|
1|1667|1612|micrositetag|[blank]|
1|1667|1613|micrositetag|[blank]|
1|1679|0|microsite|http://teradyne.jobs/[Unique_ID]/job/|
1|1679|10|micrositetag|[blank]|
1|1679|11|micrositetag|[blank]|
1|1679|78|micrositetag|[blank]|
1|1679|86|micrositetag|[blank]|
1|1679|88|micrositetag|[blank]|
1|1679|89|micrositetag|[blank]|
1|1679|90|micrositetag|[blank]|
1|1679|91|micrositetag|[blank]|
1|1679|92|micrositetag|[blank]|
1|1679|93|micrositetag|[blank]|
1|1679|94|micrositetag|[blank]|
1|1679|99|micrositetag|[blank]|
1|1679|307|micrositetag|[blank]|
1|1679|503|micrositetag|[blank]|
1|1679|504|micrositetag|[blank]|
1|1679|505|micrositetag|[blank]|
1|1679|506|micrositetag|[blank]|
1|1679|507|micrositetag|[blank]|
1|1679|508|micrositetag|[blank]|
1|1679|509|micrositetag|[blank]|
1|1679|510|micrositetag|[blank]|
1|1679|511|micrositetag|[blank]|
1|1679|512|micrositetag|[blank]|
1|1679|539|micrositetag|[blank]|
1|1679|540|micrositetag|[blank]|
1|1679|541|micrositetag|[blank]|
1|1679|542|micrositetag|[blank]|
1|1679|543|micrositetag|[blank]|
1|1679|544|micrositetag|[blank]|
1|1679|545|micrositetag|[blank]|
1|1679|546|micrositetag|[blank]|
1|1679|547|micrositetag|[blank]|
1|1679|548|micrositetag|[blank]|
1|1679|549|micrositetag|[blank]|
1|1679|550|micrositetag|[blank]|
1|1679|616|micrositetag|[blank]|
1|1679|1604|micrositetag|[blank]|
1|1679|1611|micrositetag|[blank]|
1|1679|1612|micrositetag|[blank]|
1|1679|1613|micrositetag|[blank]|
1|1708|0|microsite|http://ricoh.jobs/[Unique_ID]/job/|
1|1708|10|micrositetag|[blank]|
1|1708|11|micrositetag|[blank]|
1|1708|78|micrositetag|[blank]|
1|1708|86|micrositetag|[blank]|
1|1708|88|micrositetag|[blank]|
1|1708|89|micrositetag|[blank]|
1|1708|90|micrositetag|[blank]|
1|1708|91|micrositetag|[blank]|
1|1708|92|micrositetag|[blank]|
1|1708|93|micrositetag|[blank]|
1|1708|94|micrositetag|[blank]|
1|1708|99|micrositetag|[blank]|
1|1708|307|micrositetag|[blank]|
1|1708|503|micrositetag|[blank]|
1|1708|504|micrositetag|[blank]|
1|1708|505|micrositetag|[blank]|
1|1708|506|micrositetag|[blank]|
1|1708|507|micrositetag|[blank]|
1|1708|508|micrositetag|[blank]|
1|1708|509|micrositetag|[blank]|
1|1708|510|micrositetag|[blank]|
1|1708|511|micrositetag|[blank]|
1|1708|512|micrositetag|[blank]|
1|1708|539|micrositetag|[blank]|
1|1708|540|micrositetag|[blank]|
1|1708|541|micrositetag|[blank]|
1|1708|542|micrositetag|[blank]|
1|1708|543|micrositetag|[blank]|
1|1708|544|micrositetag|[blank]|
1|1708|545|micrositetag|[blank]|
1|1708|546|micrositetag|[blank]|
1|1708|547|micrositetag|[blank]|
1|1708|548|micrositetag|[blank]|
1|1708|549|micrositetag|[blank]|
1|1708|550|micrositetag|[blank]|
1|1708|616|micrositetag|[blank]|
1|1708|1577|microsite|http://ricoh.jobs/[Unique_ID]/job/|
1|1708|1604|micrositetag|[blank]|
1|1708|1611|micrositetag|[blank]|
1|1708|1612|micrositetag|[blank]|
1|1708|1613|micrositetag|[blank]|
1|1714|0|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|1|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|2|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|4|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|5|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|7|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|10|micrositetag|[blank]|
1|1714|11|micrositetag|[blank]|
1|1714|12|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|13|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|14|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|78|micrositetag|[blank]|
1|1714|86|micrositetag|[blank]|
1|1714|88|micrositetag|[blank]|
1|1714|89|micrositetag|[blank]|
1|1714|90|micrositetag|[blank]|
1|1714|91|micrositetag|[blank]|
1|1714|92|micrositetag|[blank]|
1|1714|93|micrositetag|[blank]|
1|1714|94|micrositetag|[blank]|
1|1714|99|micrositetag|[blank]|
1|1714|107|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|130|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|131|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|132|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|133|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|134|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|135|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|136|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|137|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|138|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|139|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|140|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|141|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|142|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|143|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|144|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|145|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|146|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|147|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|148|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|149|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|150|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|151|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|152|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|153|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|154|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|155|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|156|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|157|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|158|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|159|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|160|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|161|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|162|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|163|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|164|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|165|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|166|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|167|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|168|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|169|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|170|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|171|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|172|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|173|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|174|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|175|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|176|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|177|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|178|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|179|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|180|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|206|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|260|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|265|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|274|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|289|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|294|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|307|micrositetag|[blank]|
1|1714|503|micrositetag|[blank]|
1|1714|504|micrositetag|[blank]|
1|1714|505|micrositetag|[blank]|
1|1714|506|micrositetag|[blank]|
1|1714|507|micrositetag|[blank]|
1|1714|508|micrositetag|[blank]|
1|1714|509|micrositetag|[blank]|
1|1714|510|micrositetag|[blank]|
1|1714|511|micrositetag|[blank]|
1|1714|512|micrositetag|[blank]|
1|1714|539|micrositetag|[blank]|
1|1714|540|micrositetag|[blank]|
1|1714|541|micrositetag|[blank]|
1|1714|542|micrositetag|[blank]|
1|1714|543|micrositetag|[blank]|
1|1714|544|micrositetag|[blank]|
1|1714|545|micrositetag|[blank]|
1|1714|546|micrositetag|[blank]|
1|1714|547|micrositetag|[blank]|
1|1714|548|micrositetag|[blank]|
1|1714|549|micrositetag|[blank]|
1|1714|550|micrositetag|[blank]|
1|1714|600|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|605|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|610|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|612|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|613|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|614|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|615|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|616|micrositetag|[blank]|
1|1714|619|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|620|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|639|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|1522|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|1524|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|1525|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|1528|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|1594|microsite|http://facebook.jobs/[Unique_ID]/job/|
1|1714|1604|micrositetag|[blank]|
1|1714|1611|micrositetag|[blank]|
1|1714|1612|micrositetag|[blank]|
1|1714|1613|micrositetag|[blank]|
1|1722|144|doubleclickunwind||
1|1722|166|doubleclickunwind||
1|1738|0|microsite|http://warren-equipment.jobs/[Unique_ID]/job/|
1|1738|10|micrositetag|[blank]|
1|1738|11|micrositetag|[blank]|
1|1738|78|micrositetag|[blank]|
1|1738|86|micrositetag|[blank]|
1|1738|88|micrositetag|[blank]|
1|1738|89|micrositetag|[blank]|
1|1738|90|micrositetag|[blank]|
1|1738|91|micrositetag|[blank]|
1|1738|92|micrositetag|[blank]|
1|1738|93|micrositetag|[blank]|
1|1738|94|micrositetag|[blank]|
1|1738|99|micrositetag|[blank]|
1|1738|307|micrositetag|[blank]|
1|1738|503|micrositetag|[blank]|
1|1738|504|micrositetag|[blank]|
1|1738|505|micrositetag|[blank]|
1|1738|506|micrositetag|[blank]|
1|1738|507|micrositetag|[blank]|
1|1738|508|micrositetag|[blank]|
1|1738|509|micrositetag|[blank]|
1|1738|510|micrositetag|[blank]|
1|1738|511|micrositetag|[blank]|
1|1738|512|micrositetag|[blank]|
1|1738|539|micrositetag|[blank]|
1|1738|540|micrositetag|[blank]|
1|1738|541|micrositetag|[blank]|
1|1738|542|micrositetag|[blank]|
1|1738|543|micrositetag|[blank]|
1|1738|544|micrositetag|[blank]|
1|1738|545|micrositetag|[blank]|
1|1738|546|micrositetag|[blank]|
1|1738|547|micrositetag|[blank]|
1|1738|548|micrositetag|[blank]|
1|1738|549|micrositetag|[blank]|
1|1738|550|micrositetag|[blank]|
1|1738|616|micrositetag|[blank]|
1|1738|1604|micrositetag|[blank]|
1|1738|1611|micrositetag|[blank]|
1|1738|1612|micrositetag|[blank]|
1|1738|1613|micrositetag|[blank]|
1|1741|0|microsite|http://terumomedical.jobs/[Unique_ID]/job/|
1|1741|10|micrositetag|[blank]|
1|1741|11|micrositetag|[blank]|
1|1741|78|micrositetag|[blank]|
1|1741|86|micrositetag|[blank]|
1|1741|88|micrositetag|[blank]|
1|1741|89|micrositetag|[blank]|
1|1741|90|micrositetag|[blank]|
1|1741|91|micrositetag|[blank]|
1|1741|92|micrositetag|[blank]|
1|1741|93|micrositetag|[blank]|
1|1741|94|micrositetag|[blank]|
1|1741|99|micrositetag|[blank]|
1|1741|307|micrositetag|[blank]|
1|1741|503|micrositetag|[blank]|
1|1741|504|micrositetag|[blank]|
1|1741|505|micrositetag|[blank]|
1|1741|506|micrositetag|[blank]|
1|1741|507|micrositetag|[blank]|
1|1741|508|micrositetag|[blank]|
1|1741|509|micrositetag|[blank]|
1|1741|510|micrositetag|[blank]|
1|1741|511|micrositetag|[blank]|
1|1741|512|micrositetag|[blank]|
1|1741|539|micrositetag|[blank]|
1|1741|540|micrositetag|[blank]|
1|1741|541|micrositetag|[blank]|
1|1741|542|micrositetag|[blank]|
1|1741|543|micrositetag|[blank]|
1|1741|544|micrositetag|[blank]|
1|1741|545|micrositetag|[blank]|
1|1741|546|micrositetag|[blank]|
1|1741|547|micrositetag|[blank]|
1|1741|548|micrositetag|[blank]|
1|1741|549|micrositetag|[blank]|
1|1741|550|micrositetag|[blank]|
1|1741|616|micrositetag|[blank]|
1|1741|1604|micrositetag|[blank]|
1|1741|1611|micrositetag|[blank]|
1|1741|1612|micrositetag|[blank]|
1|1741|1613|micrositetag|[blank]|
1|1783|0|microsite|http://tdstelecom.jobs/[Unique_ID]/job/|
1|1783|10|micrositetag|[blank]|
1|1783|11|micrositetag|[blank]|
1|1783|78|micrositetag|[blank]|
1|1783|86|micrositetag|[blank]|
1|1783|88|micrositetag|[blank]|
1|1783|89|micrositetag|[blank]|
1|1783|90|micrositetag|[blank]|
1|1783|91|micrositetag|[blank]|
1|1783|92|micrositetag|[blank]|
1|1783|93|micrositetag|[blank]|
1|1783|94|micrositetag|[blank]|
1|1783|99|micrositetag|[blank]|
1|1783|307|micrositetag|[blank]|
1|1783|503|micrositetag|[blank]|
1|1783|504|micrositetag|[blank]|
1|1783|505|micrositetag|[blank]|
1|1783|506|micrositetag|[blank]|
1|1783|507|micrositetag|[blank]|
1|1783|508|micrositetag|[blank]|
1|1783|509|micrositetag|[blank]|
1|1783|510|micrositetag|[blank]|
1|1783|511|micrositetag|[blank]|
1|1783|512|micrositetag|[blank]|
1|1783|539|micrositetag|[blank]|
1|1783|540|micrositetag|[blank]|
1|1783|541|micrositetag|[blank]|
1|1783|542|micrositetag|[blank]|
1|1783|543|micrositetag|[blank]|
1|1783|544|micrositetag|[blank]|
1|1783|545|micrositetag|[blank]|
1|1783|546|micrositetag|[blank]|
1|1783|547|micrositetag|[blank]|
1|1783|548|micrositetag|[blank]|
1|1783|549|micrositetag|[blank]|
1|1783|550|micrositetag|[blank]|
1|1783|616|micrositetag|[blank]|
1|1783|1604|micrositetag|[blank]|
1|1783|1611|micrositetag|[blank]|
1|1783|1612|micrositetag|[blank]|
1|1783|1613|micrositetag|[blank]|
1|1845|0|sourcecodetag|&src=DS-10337|
1|1845|1|sourcecodetag|&src=DS-10327|
1|1845|2|sourcecodetag|&src=DS-10328|
